test_loss,accuracy,precision,recall,f1,train_loss,run
0.07154276581034841,0.978051391862955,0.9316990159387815,0.9328478989250314,0.9308722020345249,0.05772982933359523,0
0.05892875760376531,0.9801927194860813,0.933979464267752,0.9375769230769231,0.9351622696524758,0.07131888042403083,1
0.0696582702328063,0.9753747323340471,0.9251982212241094,0.9280957823673842,0.9228539701328381,0.060299358430167295,2
0.08067721755166228,0.9775160599571735,0.9317160998790834,0.9299677113243356,0.9279638219817545,0.058174061425762556,3
0.07534490563751509,0.9769807280513919,0.9259399756271395,0.9306985154566825,0.9265937610427895,0.06501221060792668,4
